,tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute
0,0.0,"Paradise, CA",1066843491555205120,"Lord Farquad Quad Squat Squad @Chico, California https://www.instagram.com/p/Bqn2GqPFFX4/?utm_source=ig_twitter_share&amp;igshid=1h4m4gi3s2duy",2018-11-25 23:58:04+00:00,,areoandmilk,,0,0,https://twitter.com/areoandmilk/status/1066843491555205120,25,23,58
1,1.0,"Paradise, CA",1066842521601400832,"winter edition #queenadailypic released. @Soda Springs, California https://www.instagram.com/p/Bqn1kO3FjPMRLV030sr5PllRrSk1IP1cpiLnd40/?utm_source=ig_twitter_share&amp;igshid=g6se6eff645k",2018-11-25 23:54:12+00:00,#queenadailypic,leenathequeena,,0,0,https://twitter.com/leenathequeena/status/1066842521601400832,25,23,54
2,2.0,"Paradise, CA",1066841740060098562,Drinking a Def Leppard Pale by @ElysianBrewing at @golden1center — http://untp.beer/s/c680796798,2018-11-25 23:51:06+00:00,,geradellsworth,@ElysianBrewing @Golden1Center,0,0,https://twitter.com/geradellsworth/status/1066841740060098562,25,23,51
3,3.0,"Paradise, CA",1066841178782482433,"The forgotten. #LimeBike #Reno @Reno, Nevada https://www.instagram.com/p/Bqn1Dl3AIBu/?utm_source=ig_twitter_share&amp;igshid=cg9fbmqei7fr",2018-11-25 23:48:52+00:00,#LimeBike #Reno,alittlegordie,,0,0,https://twitter.com/alittlegordie/status/1066841178782482433,25,23,48
4,4.0,"Paradise, CA",1066839617196961792,SSCC is United and moving Forward !!! The powers of unity allows for generational & collective impact. #heritageoffaith @sscc7710 @South Sacramento Christian Center https://www.instagram.com/p/Bqn0V5QHpi1/?utm_source=ig_twitter_share&amp;igshid=1myxsinnkzl63,2018-11-25 23:42:40+00:00,#heritageoffaith,LesSimmons,@sscc7710,1,0,https://twitter.com/LesSimmons/status/1066839617196961792,25,23,42
5,5.0,"Paradise, CA",1066839494274502657,Is your wish list ready for the Cyber Monday TPT Sale!? Did you know that the teachers of #teachmorespanish set some items aside for you that we think you might like!? Just search the… https://www.instagram.com/p/Bqn0QlmBn_N/?utm_source=ig_twitter_share&amp;igshid=cssdusbs1fyb,2018-11-25 23:42:11+00:00,#teachmorespanish,angietorre_best,,0,0,https://twitter.com/angietorre_best/status/1066839494274502657,25,23,42
6,6.0,"Paradise, CA",1066839437915680768,"Dear lord, this is great. Thanks, Chris! - Drinking a Bourbon Barrel Aged Dark Star: Coffee Edition (2018) by @fremontbrewing @Tritz Brauerei — http://untp.beer/s/c680793051",2018-11-25 23:41:57+00:00,,TritzBrauerei,@fremontbrewing,0,0,https://twitter.com/TritzBrauerei/status/1066839437915680768,25,23,41
7,7.0,"Paradise, CA",1066839261138214912,"We're #hiring! Read about our latest #job opening here: Company Driver - http://bit.ly/2t7M9zu #Transportation #Oroville, CA #CareerArc",2018-11-25 23:41:15+00:00,#hiring #job #Transportation #Oroville #CareerArc,tmj_CA_transp,,0,0,https://twitter.com/tmj_CA_transp/status/1066839261138214912,25,23,41
8,8.0,"Paradise, CA",1066839114203492353,Loving these lashes from ggglamcosmetics go check her page out and follow . . . . #ggglamcosmetics #alamarcosmetics #alamarmami #lashes #palette #reinadelcaribe #acebeaute… https://www.instagram.com/p/Bqn0HVYhXr6/?utm_source=ig_twitter_share&amp;igshid=10zg12kqyvign,2018-11-25 23:40:40+00:00,#ggglamcosmetics #alamarcosmetics #alamarmami #lashes #palette #reinadelcaribe #acebeaute,sarahalvarado88,,0,0,https://twitter.com/sarahalvarado88/status/1066839114203492353,25,23,40
9,9.0,"Paradise, CA",1066838808803594242,"looking for things in our preparation for my hip surgery (at @BedBathBeyond in Sacramento, CA) https://www.swarmapp.com/c/7tNFvuj6MpD",2018-11-25 23:39:27+00:00,,kernsac,@BedBathBeyond,0,2,https://twitter.com/kernsac/status/1066838808803594242,25,23,39
10,10.0,"Paradise, CA",1066838579312246785,"Stopped by last night to hang out with some friends, and @thebru_co remains our favorite place to hang out! . #bruco #taproom #graphics #localartist #smallbusinessowner #businesscards… https://www.instagram.com/p/Bqnz3o0FFRk/?utm_source=ig_twitter_share&amp;igshid=14iw2xwhscz4i",2018-11-25 23:38:32+00:00,#bruco #taproom #graphics #localartist #smallbusinessowner #businesscards,DblDownCreative,,0,0,https://twitter.com/DblDownCreative/status/1066838579312246785,25,23,38
11,11.0,"Paradise, CA",1066838431618207745,"Just posted a photo @Sacramento, California https://www.instagram.com/p/BqnzzjZFUED/?utm_source=ig_twitter_share&amp;igshid=19z4ez8py00on",2018-11-25 23:37:57+00:00,,nicholechoice,,0,0,https://twitter.com/nicholechoice/status/1066838431618207745,25,23,37
12,12.0,"Paradise, CA",1066837573807546368,"Just posted a photo @Sacramento, California https://www.instagram.com/p/Bqnzagvlxtw/?utm_source=ig_twitter_share&amp;igshid=1kcx9k4gmik81",2018-11-25 23:34:33+00:00,,nicholechoice,,0,0,https://twitter.com/nicholechoice/status/1066837573807546368,25,23,34
13,13.0,"Paradise, CA",1066837448074899456,"When the rain hits, the streets get more colorful. #fallcolors #nevadacity #visitnevadacity #tree #country_features #nevadacounty #viewbug #fujifilmxt3 #myfeatureshoot #fujifilmxseries… https://www.instagram.com/p/BqnzWmTg7EG/?utm_source=ig_twitter_share&amp;igshid=196tz8dertqdm",2018-11-25 23:34:03+00:00,#fallcolors #nevadacity #visitnevadacity #tree #country_features #nevadacounty #viewbug #fujifilmxt3 #myfeatureshoot #fujifilmxseries,RHMImages,,0,0,https://twitter.com/RHMImages/status/1066837448074899456,25,23,34
14,14.0,"Paradise, CA",1066837117286912006,The closest I could get to the food at French Laundry (is taking pictures of the kitchen through the hedges) #finedining #culinary @The French Laundry Culinary Garden https://www.instagram.com/p/BqnyqAihwYO/?utm_source=ig_twitter_share&amp;igshid=16ashcay2sxba,2018-11-25 23:32:44+00:00,#finedining #culinary,Musingsby,,0,0,https://twitter.com/Musingsby/status/1066837117286912006,25,23,32
15,15.0,"Paradise, CA",1066836941663084545,"Great tropical fruit flavors and tartness. Thanks, Aaron V. ! - Drinking an INU ISLAND PUNCH Lilikoi by Inu Island Ales @Tritz Brauerei —",2018-11-25 23:32:02+00:00,,TritzBrauerei,,0,0,https://twitter.com/TritzBrauerei/status/1066836941663084545,25,23,32
16,16.0,"Paradise, CA",1066836849593917441,"All the basics ... for a Sunday treat @Sacramento, California https://www.instagram.com/p/BqnzFY2h5NHZNtePO6BtApN-dPfGzdKJq3vexk0/?utm_source=ig_twitter_share&amp;igshid=1rurah7khkocw",2018-11-25 23:31:40+00:00,,sabiovasquez,,0,0,https://twitter.com/sabiovasquez/status/1066836849593917441,25,23,31
17,17.0,"Paradise, CA",1066836825677938688,"Just posted a video @Sacramento, California https://www.instagram.com/p/Bqny3-_BnQ36wJvuE4Sl1nIwyYLT6p0q-EuT180/?utm_source=ig_twitter_share&amp;igshid=jb9ak12slhzf",2018-11-25 23:31:34+00:00,,sabiovasquez,,0,0,https://twitter.com/sabiovasquez/status/1066836825677938688,25,23,31
18,18.0,"Paradise, CA",1066836427990843392,"It doesn’t matter the product, goods or services - if the right people aren’t behind it, it’ll never amount to anything! Do you homework, do your research - understand & vet people’s… https://www.instagram.com/p/Bqny3YylDCh/?utm_source=ig_twitter_share&amp;igshid=13rjdyi6tpxkf",2018-11-25 23:29:59+00:00,,GameCreator,,0,0,https://twitter.com/GameCreator/status/1066836427990843392,25,23,29
19,19.0,"Paradise, CA",1066835874640359424,motokid391 had good day @mmxracing tracks were awesome can’t wait for mpg_triplecrown and a thank you to his new sponsor kandbmotorsports and all his other sponsors #1upmotorsports… https://www.instagram.com/p/BqnyobnBqQ8/?utm_source=ig_twitter_share&amp;igshid=1itfmf9f555ls,2018-11-25 23:27:48+00:00,#1upmotorsports,ftwholman,@mmxracing,0,0,https://twitter.com/ftwholman/status/1066835874640359424,25,23,27
20,20.0,"Paradise, CA",1066830883569700864,Drinking a Trip In the Woods Nitro Narwhal by @SierraNevada at @sierranevada — http://untp.beer/s/c680777719,2018-11-25 23:07:58+00:00,,CaliforniaIPA,@SierraNevada @SierraNevada,0,0,https://twitter.com/CaliforniaIPA/status/1066830883569700864,25,23,7
21,21.0,"Paradise, CA",1066827813595082752,Kids (meaning us!) needed to get out on a sunny day. Thanks for being open B Street. #lunchdate #chicoca #foodies @B Street Public House https://www.instagram.com/p/Bqnu-Xin-lS/?utm_source=ig_twitter_share&amp;igshid=4m26od9uynlk,2018-11-25 22:55:46+00:00,#lunchdate #chicoca #foodies,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066827813595082752,25,22,55
22,22.0,"Paradise, CA",1066821223697530880,This Guy. Thanks again @guyfieri for supporting wckitchen for Thanksgiving! As unfortunate these circumstances are that we keep crossing paths I appreciate you and your team and all they… https://www.instagram.com/p/Bqnr-hiA70K/?utm_source=ig_twitter_share&amp;igshid=1k4uuoojpwrei,2018-11-25 22:29:34+00:00,,cheftkilcoyne,@GuyFieri,2,0,https://twitter.com/cheftkilcoyne/status/1066821223697530880,25,22,29
23,23.0,"Paradise, CA",1066800057981255684,"Even in the tragic moments of life there are reasons to celebrate...#HappyBirthday #IggyPup. We you!! @Chico, California https://www.instagram.com/p/BqniWv-nJAk/?utm_source=ig_twitter_share&amp;igshid=1vr59469u3x9g",2018-11-25 21:05:28+00:00,#HappyBirthday #IggyPup,tricalee3,,0,0,https://twitter.com/tricalee3/status/1066800057981255684,25,21,5
24,24.0,"Paradise, CA",1066792427816722432,"Just posted a photo @Chico, California https://www.instagram.com/p/Bqnevv5BMKDpKLmp5jXM_pyw2F5IxO6uDclYZg0/?utm_source=ig_twitter_share&amp;igshid=xcv9bnnkq8je",2018-11-25 20:35:09+00:00,,RossyGallardo1,,0,0,https://twitter.com/RossyGallardo1/status/1066792427816722432,25,20,35
25,25.0,"Paradise, CA",1066779786364641280,"Magalia, CA again with TNSAR, targeted search for at risk residents. @Magalia, California https://www.instagram.com/p/BqnZIACBtnj/?utm_source=ig_twitter_share&amp;igshid=4jbj2d6tgi8j",2018-11-25 19:44:55+00:00,,TahoeMarmot,,0,0,https://twitter.com/TahoeMarmot/status/1066779786364641280,25,19,44
26,26.0,"Paradise, CA",1066755091049279488,THANK YOU calfire . . . . . #flyinghorsedesigncom #sunset #picoftheday #love #instatravel #adventure #photography #pmgridchallenge #beauty #photo #wanderlust #photographer #beautiful… https://www.instagram.com/p/BqnN5jKlu2A/?utm_source=ig_twitter_share&amp;igshid=ut221nixhyij,2018-11-25 18:06:47+00:00,#flyinghorsedesigncom #sunset #picoftheday #love #instatravel #adventure #photography #pmgridchallenge #beauty #photo #wanderlust #photographer #beautiful,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1066755091049279488,25,18,6
27,27.0,"Paradise, CA",1066752850011803650,I have never felt so honored and grateful to serve within my nursing and human capacity. What an incredible mission to assist hundreds of wildfire victims who… https://www.instagram.com/p/BqnM4ILnsi6RqxYGYkqc_jmalXqBeqFq-Rx0wA0/?utm_source=ig_twitter_share&amp;igshid=1r2nkg2uel6bq,2018-11-25 17:57:53+00:00,,amaze_elle,,0,1,https://twitter.com/amaze_elle/status/1066752850011803650,25,17,57
28,28.0,"Paradise, CA",1066730858403569664,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-25 16:30:30+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1066730858403569664,25,16,30
29,29.0,"Paradise, CA",1066724037269823488,Chico CA Sun Nov 25th AM Forecast: TODAY Patchy Fog Hi 62 TONIGHT Patchy Fog Lo 44,2018-11-25 16:03:23+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1066724037269823488,25,16,3
30,30.0,"Paradise, CA",1066571217224650752,"Perspective on the Camp Fire. Hard to fathom... #CampFire2018 #theloveintheairisthickerthanthesmoke #ButteStrong @Chico, California https://www.instagram.com/p/Bql6SkonR8T/?utm_source=ig_twitter_share&amp;igshid=c6yghi0xsbag",2018-11-25 05:56:08+00:00,#CampFire2018 #theloveintheairisthickerthanthesmoke #ButteStrong,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1066571217224650752,25,5,56
31,31.0,"Paradise, CA",1066569764896731136,"Rapid DNA Testing Used to Identify Camp Fire Victims, Help Families Find Closure",2018-11-25 05:50:22+00:00,,FOX40,,1,0,https://twitter.com/FOX40/status/1066569764896731136,25,5,50
32,32.0,"Paradise, CA",1066557483290976256,"Home (@Willow Oak Villas in Chico, CA) https://www.swarmapp.com/c/4i4JfaAP8tD",2018-11-25 05:01:34+00:00,,AMK26xx,,0,0,https://twitter.com/AMK26xx/status/1066557483290976256,25,5,1
33,33.0,"Paradise, CA",1066524560273620997,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-25 02:50:44+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1066524560273620997,25,2,50
34,34.0,"Paradise, CA",1066522663324139525,"Delicious! #momonachico #chico #chicoca #delicious @Chico, California https://www.instagram.com/p/BqlkNWPn7W7/?utm_source=ig_twitter_share&amp;igshid=joiwsm26zih4",2018-11-25 02:43:12+00:00,#momonachico #chico #chicoca #delicious,mharpertheman,,0,0,https://twitter.com/mharpertheman/status/1066522663324139525,25,2,43
35,35.0,"Paradise, CA",1066518571973521408,And..... another load delivered! Thank you everyone for the donations. It's been a devastating time for many people but seeing our communities pull together so selflessly has been a… https://www.instagram.com/p/BqliWS-gQcy/?utm_source=ig_twitter_share&amp;igshid=1vqv0ienyckhh,2018-11-25 02:26:57+00:00,,ArenaStrong,,0,0,https://twitter.com/ArenaStrong/status/1066518571973521408,25,2,26
36,36.0,"Paradise, CA",1066512461443018752,The skies in Chico are finally clear of smoke and we can breathe a little easier. It’s still hard to wrap our minds around all that has happened here in Butte County in the last 2+ weeks… https://www.instagram.com/p/BqlfkZmnkod/?utm_source=ig_twitter_share&amp;igshid=16watcmye1jl5,2018-11-25 02:02:40+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066512461443018752,25,2,2
37,37.0,"Paradise, CA",1066512115278598144,"#CampFire unofficial update: 153,336 Acres. 98% Contained*. #ButteCounty @CALFIRE_ButteCo; At Yankee Hill, CA. ~71mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2018-11-25 02:01:17+00:00,#CampFire #ButteCounty,CaliFireBot,@CALFIRE_ButteCo,0,0,https://twitter.com/CaliFireBot/status/1066512115278598144,25,2,1
38,38.0,"Paradise, CA",1066501811522162688,"There is no one image, no single story that could encapsulate all we saw in Paradise, CA. @jmichaelsnews @weatherchannel #campfire @Paradise, California https://www.instagram.com/p/Bqlasp1Bph7/?utm_source=ig_twitter_share&amp;igshid=ughofomqh72u",2018-11-25 01:20:21+00:00,#campfire,amlikethewind,@JMichaelsNews @weatherchannel,1,0,https://twitter.com/amlikethewind/status/1066501811522162688,25,1,20
39,39.0,"Paradise, CA",1066500473207709696,#Carpool #Chico -&gt; #NorthHighlands Need to get to a place to stay with my kids. Very short on funding and in need of transportation immediately. Camp fire 2 adults 2 children,2018-11-25 01:15:02+00:00,#Carpool #Chico #NorthHighlands,carpoolworld,,2,0,https://twitter.com/carpoolworld/status/1066500473207709696,25,1,15
40,40.0,"Paradise, CA",1066497544950333440,Chico CA Sat Nov 24th PM Forecast: TONIGHT Mostly Cloudy Lo 44 SUNDAY Mostly Sunny Hi 63,2018-11-25 01:03:23+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1066497544950333440,25,1,3
41,41.0,"Paradise, CA",1066491058756947968,"Hey party peeps, come work off some of that thanksgiving dinner at @Deejay_Eclectic for #Twerksgiving @The Beach in Chico https://www.instagram.com/p/BqlV1j1nYsg/?utm_source=ig_twitter_share&amp;igshid=aaogqb2a071i",2018-11-25 00:37:37+00:00,#Twerksgiving,Deejay_Eclectic,@Deejay_Eclectic,1,0,https://twitter.com/Deejay_Eclectic/status/1066491058756947968,25,0,37
42,42.0,"Paradise, CA",1066470599567044609,Drinking a Citra Solo IPA by Lead Dog Brewing @B Street Public House —,2018-11-24 23:16:19+00:00,,norcalcook,,0,0,https://twitter.com/norcalcook/status/1066470599567044609,24,23,16
43,43.0,"Paradise, CA",1066452971020537857,"Kids plotting out the rest of Christmas. 場所: Chico, California https://www.instagram.com/p/BqlEhOYnOYO/?utm_source=ig_twitter_share&amp;igshid=rneq2vyqh880",2018-11-24 22:06:16+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1066452971020537857,24,22,6
44,44.0,"Paradise, CA",1066447390557777920,"This is not my image, but I just needed to share it. It was taken by Captain Jeff Bohnet of the Sacramento Firefighters...all heroes!!! #campfireparadise #disasterzone #disaster #usflag… https://www.instagram.com/p/BqlBS9aDt1O/?utm_source=ig_twitter_share&amp;igshid=1adp622g837s3",2018-11-24 21:44:06+00:00,#campfireparadise #disasterzone #disaster #usflag,freddiebphoto,,0,0,https://twitter.com/freddiebphoto/status/1066447390557777920,24,21,44
45,45.0,"Paradise, CA",1066393284006821888,"#COLORCORRECTION ALERT!!! Another home job.... Please, please, please... unless you are trained, do not attempt to bleach your whole head at home.... and PLEASE don't do it with a box… https://www.instagram.com/p/BqkpXs4H7SO/?utm_source=ig_twitter_share&amp;igshid=3d4mtkkr8c8n",2018-11-24 18:09:06+00:00,#COLORCORRECTION,EvelynToddHair,,0,0,https://twitter.com/EvelynToddHair/status/1066393284006821888,24,18,9
46,46.0,"Paradise, CA",1066378792745152513,Meet AE Stylist Hannah | She up in the Roseville area and made her way upstate to attend CSU Chico. She has a theater background and works part time at Chico State as a… https://www.instagram.com/aebridal/p/Bqkixz5lsKu/?utm_source=ig_twitter_share&amp;igshid=1dfdyb6gfz9i1,2018-11-24 17:11:31+00:00,,AE_Bridal,,0,0,https://twitter.com/AE_Bridal/status/1066378792745152513,24,17,11
47,47.0,"Paradise, CA",1066378517842182144,"#paradisestrong #paradiseca #californiacampfire #paradiselost @Paradise, California https://www.instagram.com/p/BqkiqKnF5wt/?utm_source=ig_twitter_share&amp;igshid=1whjoirnvgxt7",2018-11-24 17:10:25+00:00,#paradisestrong #paradiseca #californiacampfire #paradiselost,FL_MortgagePro,,0,0,https://twitter.com/FL_MortgagePro/status/1066378517842182144,24,17,10
48,48.0,"Paradise, CA",1066365014003646465,"Happy birthday to this bella, my sidekick, and bestie from 4th grade. From ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… https://www.instagram.com/p/BqkbxlxHLWI/?utm_source=ig_twitter_share&amp;igshid=d2ptbqhu2p79",2018-11-24 16:16:46+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066365014003646465,24,16,16
49,49.0,"Paradise, CA",1066363385057603584,"Happy birthday to this bella, my sidekick, and bestie from 4th grade. From ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… https://www.instagram.com/p/BqkbxlxHLWI/?utm_source=ig_twitter_share&amp;igshid=1urty1crmtu1c",2018-11-24 16:10:17+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066363385057603584,24,16,10
50,50.0,"Paradise, CA",1066361654726836224,Chico CA Sat Nov 24th AM Forecast: TODAY Chance Of Showers Hi 60 TONIGHT Partly Cloudy Lo 45,2018-11-24 16:03:25+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1066361654726836224,24,16,3
51,51.0,"Paradise, CA",1066354635517161473,"Thank you to everyone and your continued support is so appreciated. Please share this post Joshua and Jennifee have a long road ahead of them!!! @Paradise, California https://www.instagram.com/p/BqkXzXrgcfU/?utm_source=ig_twitter_share&amp;igshid=1hj2vv9l7mln7",2018-11-24 15:35:31+00:00,,Coastal_Compass,,0,0,https://twitter.com/Coastal_Compass/status/1066354635517161473,24,15,35
52,52.0,"Paradise, CA",1066315166780936192,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-24 12:58:41+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1066315166780936192,24,12,58
53,53.0,"Paradise, CA",1066292766517321728,.@Stucam7771 nailed it! The man in the White House is an evil genius moron. Evil = racist Genius = plays the media masterfully Moron = says stuff like Finland doesn't have forest fires… https://www.instagram.com/p/Bqj7qzTHvkO/?utm_source=ig_twitter_share&amp;igshid=12c2v7oe5vjbn,2018-11-24 11:29:40+00:00,,XLComedy,@stucam7771,1,0,https://twitter.com/XLComedy/status/1066292766517321728,24,11,29
54,54.0,"Paradise, CA",1066233550452621312,My lottery dream home is my Friday night guilty pleasure. One of these men shopping for the house is super sweaty. #gross @hgtv,2018-11-24 07:34:22+00:00,#gross,JulissaChavezSF,@hgtv,0,0,https://twitter.com/JulissaChavezSF/status/1066233550452621312,24,7,34
55,55.0,"Paradise, CA",1066203809288990721,"Four Buckeyes serving up turkey and fixings to #campfireparadise evacuees at East Avenue Church of the Nazarene #beatTTUN #gobucks #California #roadtrip @Chico, California https://www.instagram.com/p/BqjTNPYD8d4/?utm_source=ig_twitter_share&amp;igshid=1glzcpui3uwvk",2018-11-24 05:36:11+00:00,#campfireparadise #beatTTUN #gobucks #California #roadtrip,JaMaPrice,,0,0,https://twitter.com/JaMaPrice/status/1066203809288990721,24,5,36
56,56.0,"Paradise, CA",1066178710238310400,"IT HAS BEGUN! 場所: Chico, California https://www.instagram.com/p/BqjHm8tH51H/?utm_source=ig_twitter_share&amp;igshid=5sjy5bdzhlvq",2018-11-24 03:56:27+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1066178710238310400,24,3,56
57,57.0,"Paradise, CA",1066172195452334080,"So far in my Pink Friday Sale my customers have saved over $200, so I get to donate over $300 in product to Camp Fire evacuees since I'm donating my profits! #giveback #CampFire2018… https://www.instagram.com/p/BqjE1iEn9Or/?utm_source=ig_twitter_share&amp;igshid=g0glvt8tv7kj",2018-11-24 03:30:34+00:00,#giveback #CampFire2018,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1066172195452334080,24,3,30
58,58.0,"Paradise, CA",1066156941435498496,"Meet Paradise’s new guardian angel, ashley_fullmer. A 13 year old Indigo soul who is light years ahead of most in her soul’s progress. Ashley’s family is working with (Paradise Adopt A… https://www.instagram.com/p/Bqi95jJgHIr/?utm_source=ig_twitter_share&amp;igshid=1ejqzncta2ppn",2018-11-24 02:29:57+00:00,,michaelcapponi,,1,0,https://twitter.com/michaelcapponi/status/1066156941435498496,24,2,29
59,59.0,"Paradise, CA",1066156287094898688,Visit Highway Motors In Chico This Saturday! Take Advantage of the Last Day of Black Friday Special Event. Starting from 10am and ends at 5pm. Low or No Credit Is No Problem in finding… https://www.instagram.com/p/Bqi9mVtn29z/?utm_source=ig_twitter_share&amp;igshid=1i2bhficw9yqh,2018-11-24 02:27:21+00:00,,HwyMotorsChico,,0,0,https://twitter.com/HwyMotorsChico/status/1066156287094898688,24,2,27
60,60.0,"Paradise, CA",1066156127526813696,Lauren and the WCK volunteers send out 15 trays of special Vegan dinner requested by various shelters for those effected by the #campfire in Northern California. Thanks giving may be over… https://www.instagram.com/p/Bqi9Q9DhaLr/?utm_source=ig_twitter_share&amp;igshid=qwlmajp26tw2,2018-11-24 02:26:43+00:00,#campfire,jenelleisaacson,,0,1,https://twitter.com/jenelleisaacson/status/1066156127526813696,24,2,26
61,61.0,"Paradise, CA",1066155558523281408,Lauren and the WCK volunteers send out 15 trays of special Vegan dinner requested by various shelters for those effected by the #campfire in Northern California. Thanks giving may be over… https://www.instagram.com/p/Bqi9Q9DhaLr/?utm_source=ig_twitter_share&amp;igshid=1cc7ics5k45k9,2018-11-24 02:24:28+00:00,#campfire,jenelleisaacson,,0,0,https://twitter.com/jenelleisaacson/status/1066155558523281408,24,2,24
62,62.0,"Paradise, CA",1066147429383254016,"Want to work at Gardner Trucking? We're #hiring in #Paradise, CA! Click for details: http://bit.ly/2F0oBhv #Transportation #Job #Jobs #CareerArc",2018-11-24 01:52:09+00:00,#hiring #Paradise #Transportation #Job #Jobs #CareerArc,tmj_CA_transp,,0,0,https://twitter.com/tmj_CA_transp/status/1066147429383254016,24,1,52
63,63.0,"Paradise, CA",1066142997408956417,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-24 01:34:33+00:00,#Oroville #traffic,TotalTrafficSMF,,1,0,https://twitter.com/TotalTrafficSMF/status/1066142997408956417,24,1,34
64,64.0,"Paradise, CA",1066135150755491841,Chico CA Fri Nov 23rd PM Forecast: TONIGHT Showers Likely Lo 49 SATURDAY Chance Of Showers Hi 60,2018-11-24 01:03:22+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1066135150755491841,24,1,3
65,65.0,"Paradise, CA",1066124691134472193,"Just posted a video @Chico, California https://www.instagram.com/p/BqivDGIgtNP/?utm_source=ig_twitter_share&amp;igshid=iju5neasms3u",2018-11-24 00:21:48+00:00,,jimbo3,,0,0,https://twitter.com/jimbo3/status/1066124691134472193,24,0,21
66,66.0,"Paradise, CA",1066123390249926656,Tonight I’m on The Patio for Black Friday so let’s get it and dance off those thanksgiving meals . P.S. It is purely coincidence that I happen to be djing on Black Friday… https://www.instagram.com/p/BqiuobkHr-N/?utm_source=ig_twitter_share&amp;igshid=69ftnmdbpvmi,2018-11-24 00:16:38+00:00,,djjamesdixon,,0,0,https://twitter.com/djjamesdixon/status/1066123390249926656,24,0,16
67,67.0,"Paradise, CA",1066122852133453824,"Just posted a photo @Chico, California https://www.instagram.com/p/BqiuZbAHDrd/?utm_source=ig_twitter_share&amp;igshid=wwah1xjsl932",2018-11-24 00:14:30+00:00,,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1066122852133453824,24,0,14
68,68.0,"Paradise, CA",1066121643788025856,Don’t make me come blend your eye shadow #getbrushes #marykay #brushcollection #chromafusion #pinkfriday @Veronica Wilkins-MK https://www.instagram.com/p/Bqitp3wnLez/?utm_source=ig_twitter_share&amp;igshid=1eo4yzth081el,2018-11-24 00:09:42+00:00,#getbrushes #marykay #brushcollection #chromafusion #pinkfriday,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1066121643788025856,24,0,9
69,69.0,"Paradise, CA",1066115962343174144,Thanks to @iloveomfoods ・・・ Saturday Nov 24 at OM FOODS - 200 free meals to all the survivors from the Camp Fire!! - We will serve a vegan meal to all those affected by the Camp Fire. -… https://www.instagram.com/p/BqirQKcnpgu/?utm_source=ig_twitter_share&amp;igshid=pph6r1ksz59m,2018-11-23 23:47:07+00:00,,chicovegan,@iloveomfoods,0,0,https://twitter.com/chicovegan/status/1066115962343174144,23,23,47
70,70.0,"Paradise, CA",1066115203119677440,Drinking a Juice Cruz by @alvaradostbeer/@rarbrew @The Commons | Social Empourium —,2018-11-23 23:44:06+00:00,,CaliforniaIPA,@AlvaradoStBeer @rarbrew,0,0,https://twitter.com/CaliforniaIPA/status/1066115203119677440,23,23,44
71,71.0,"Paradise, CA",1066114956108750848,"#Repost @dangvegan ・・・ Monday, November 25 at 5 pm at tenderlovingcoffee on 6th Street in Chico, CA. // Kinda last minute, but come eat a ton of free vegan food. Everyone is welcome!… https://www.instagram.com/p/BqiqzolHJnB/?utm_source=ig_twitter_share&amp;igshid=1ur4uy1clo7bm",2018-11-23 23:43:07+00:00,#Repost,chicovegan,@dangvegan,0,0,https://twitter.com/chicovegan/status/1066114956108750848,23,23,43
