tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,key_score,text_nourl
468,"Chico, CA",1062477875687895040,"Here’s a look at #CampFire damage in #Magalia off Ponderosa and Skyway @kcranews @Magalia, California https://www.instagram.com/kcravickigonzalez/p/BqI0gYQnm9Y/?utm_source=ig_twitter_share&amp;igshid=1eflp9u7mp2y0",2018-11-13 22:50:40+00:00,#CampFire #Magalia,VickiGonzaleztv,@kcranews,9,0,https://twitter.com/VickiGonzaleztv/status/1062477875687895040,0,"Here’s a look at #CampFire damage in #Magalia off Ponderosa and Skyway @kcranews @Magalia, California "
3725,Sacramento,1062478044454051840,"You are Invited by RNG Management to an Income Opportunity Event When: August 25,2018 Text Income to 562-324-4860 @rngmgmtllc #feed #b",2018-11-13 22:51:20+00:00,#feed #b,Blacktradelines,@rngmgmtllc,0,0,https://twitter.com/Blacktradelines/status/1062478044454051840,0,"You are Invited by RNG Management to an Income Opportunity Event When: August 25,2018 Text Income to 562-324-4860 @rngmgmtllc #feed #b"
3724,Sacramento,1062478309806825472,MALIGAYANG PASKO Katrina Velarde @katvelarde24 Go to my channel and watch NOW https://youtu.be/MguUtbkxeVE and don't forget to FOLLOW &amp; SUBSCRIBE YouTube:… https://www.instagram.com/p/BqI1DWrlTxh/?utm_source=ig_twitter_share&amp;igshid=ka6l7akzdcda,2018-11-13 22:52:23+00:00,,iamBruddahSam,@katvelarde24,0,0,https://twitter.com/iamBruddahSam/status/1062478309806825472,0,MALIGAYANG PASKO Katrina Velarde @katvelarde24 Go to my channel and watch NOW  and don't forget to FOLLOW &amp; SUBSCRIBE YouTube:… 
3723,Sacramento,1062479742358749184,"Taking time to exercise a little in the midst of the busy schedules this month! #HeleOnNuffSed #letsGOnoEXCUSES (at @24HourFitness in Elk Grove, CA)",2018-11-13 22:58:05+00:00,#HeleOnNuffSed #letsGOnoEXCUSES,iamBruddahSam,@24hourfitness,0,0,https://twitter.com/iamBruddahSam/status/1062479742358749184,0,"Taking time to exercise a little in the midst of the busy schedules this month! #HeleOnNuffSed #letsGOnoEXCUSES (at @24HourFitness in Elk Grove, CA)"
3722,Sacramento,1062481210318950402,"CHRISTMAS SERIES CHRIS RUPP & HOME FREE ""What Child Is This"" @HomeFreeHatGuy @homefreeguys roblundquist @_theaustinbrown @timfoustmusic @theadamchance @adamhfbeatbox Go to my channel… https://www.instagram.com/p/BqI2NAwFCpF/?utm_source=ig_twitter_share&amp;igshid=ea9d92jwmzlj",2018-11-13 23:03:55+00:00,,iamBruddahSam,@HomeFreeHatGuy @HomeFreeGuys @_theAustinBrown @TimFoustMusic @TheAdamChance @AdamHfbeatbox,0,0,https://twitter.com/iamBruddahSam/status/1062481210318950402,0,"CHRISTMAS SERIES CHRIS RUPP & HOME FREE ""What Child Is This"" @HomeFreeHatGuy @homefreeguys roblundquist @_theaustinbrown @timfoustmusic @theadamchance @adamhfbeatbox Go to my channel… "
3721,Sacramento,1062484822147379201,Teen Portraits By Rodney Ramos Productions ©2018 #TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography… https://www.instagram.com/p/BqI4AnKDsmY/?utm_source=ig_twitter_share&amp;igshid=b5bha72aww2h,2018-11-13 23:18:16+00:00,#TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography,RodneyRamosPro,,0,0,https://twitter.com/RodneyRamosPro/status/1062484822147379201,0,Teen Portraits By Rodney Ramos Productions ©2018 #TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography… 
3720,Sacramento,1062484892150304768,***CAMPUS WILL BE CLOSED AGAIN TOMORROW WEDNESDAY THE 14TH*** everyone take care of themselves!!! #sacstatecampusclosed #campusclosure #takecare @Sacramento State https://www.instagram.com/p/BqI4DAXgp6y/?utm_source=ig_twitter_share&amp;igshid=v2vibbs0iooy,2018-11-13 23:18:32+00:00,#sacstatecampusclosed #campusclosure #takecare,alexandrareneas,,0,0,https://twitter.com/alexandrareneas/status/1062484892150304768,0,***CAMPUS WILL BE CLOSED AGAIN TOMORROW WEDNESDAY THE 14TH*** everyone take care of themselves!!! #sacstatecampusclosed #campusclosure #takecare @Sacramento State 
3719,Sacramento,1062485160350965760,Teen Portraits By Rodney Ramos Productions ©2018 #TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography… https://www.instagram.com/p/BqI4KZXD4b4/?utm_source=ig_twitter_share&amp;igshid=ufwbdhu13gkg,2018-11-13 23:19:36+00:00,#TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography,RodneyRamosPro,,0,0,https://twitter.com/RodneyRamosPro/status/1062485160350965760,0,Teen Portraits By Rodney Ramos Productions ©2018 #TeenPortraits #Headshots #rodneyramosproductions #rodneyramos #Rodney #Ramos #TeenModeling #sacramentophotographer #fashionphotography… 
3718,Sacramento,1062486076097474561,"This morning someone at Starbucks told me I have a nice smile. And now I can’t stop grinning. Got me thinking ... that’s the thing with kindness, one small act can have one large impact.… https://www.instagram.com/p/BqI4OrwntnB/?utm_source=ig_twitter_share&amp;igshid=kubr4g4wj2yj",2018-11-13 23:23:15+00:00,,pettitgilwee,,0,0,https://twitter.com/pettitgilwee/status/1062486076097474561,0,"This morning someone at Starbucks told me I have a nice smile. And now I can’t stop grinning. Got me thinking ... that’s the thing with kindness, one small act can have one large impact.… "
3717,Sacramento,1062486792429944832,#Repost with repostlyapp @joanna21mendoza Last night was out of this world. Five Finger Death Punch put on one hell of a show just like they’re known for. This was my second time seeing… https://www.instagram.com/p/BqI46EXhcXc/?utm_source=ig_twitter_share&amp;igshid=17hu9huyrcmoz,2018-11-13 23:26:06+00:00,#Repost,jasonhook03,@joanna21mendoza,6,2,https://twitter.com/jasonhook03/status/1062486792429944832,0,#Repost with repostlyapp @joanna21mendoza Last night was out of this world. Five Finger Death Punch put on one hell of a show just like they’re known for. This was my second time seeing… 
3716,Sacramento,1062488187493326848,"""And now back to our regularly scheduled program..."" #desklunch #foodismymuse #80skid #dazzlingdetailsevents @South https://www.instagram.com/p/BqI5Y4UHUjl/?utm_source=ig_twitter_share&amp;igshid=1db3gekskagag",2018-11-13 23:31:38+00:00,#desklunch #foodismymuse #80skid #dazzlingdetailsevents,CottonKami29,,0,0,https://twitter.com/CottonKami29/status/1062488187493326848,0,"""And now back to our regularly scheduled program..."" #desklunch #foodismymuse #80skid #dazzlingdetailsevents @South "
3715,Sacramento,1062488225174994949,"#Repost @hot_1035 Friday, December 1st at The Boardwalk with @g4shi @bugbeeofficial @natecurry_ **This is a 21 &amp; Over Event** #sacramento #hot1035 @The Boardwalk https://www.instagram.com/p/BqI5e4DnAQH/?utm_source=ig_twitter_share&amp;igshid=1i8zcelfn6e8n",2018-11-13 23:31:47+00:00,#Repost #sacramento #hot1035,SugabearOnAir,@Hot_1035 @g4shi @BUGBEEofficial @natecurry_,4,0,https://twitter.com/SugabearOnAir/status/1062488225174994949,0,"#Repost @hot_1035 Friday, December 1st at The Boardwalk with @g4shi @bugbeeofficial @natecurry_ **This is a 21 &amp; Over Event** #sacramento #hot1035 @The Boardwalk "
3714,Sacramento,1062488240362536960,Camp fire air quality alert in Sacramento #traffic http://bit.ly/Y31VAF,2018-11-13 23:31:51+00:00,#traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062488240362536960,1,Camp fire air quality alert in Sacramento #traffic 
3713,Sacramento,1062489772764160001, Attention Oak Park Residents Would you like to help make decisions that positively benefit the Oak Park community? Consider applying to join the new Oak Park Trust Advisory… https://www.instagram.com/p/BqI6IzRnz4G/?utm_source=ig_twitter_share&amp;igshid=13qoramszqr26,2018-11-13 23:37:56+00:00,,SacBHC,,0,0,https://twitter.com/SacBHC/status/1062489772764160001,0, Attention Oak Park Residents Would you like to help make decisions that positively benefit the Oak Park community? Consider applying to join the new Oak Park Trust Advisory… 
3712,Sacramento,1062490824053796864,"#nodyesgoodtogo....downtown then rt...k .. @Carmichael, California https://www.instagram.com/p/BqI6p9WhvJvAUI16wjODL_Qokl_LALBTDEMUVs0/?utm_source=ig_twitter_share&amp;igshid=8pd9qjvmjkt6",2018-11-13 23:42:07+00:00,#nodyesgoodtogo,tomsmch,,0,0,https://twitter.com/tomsmch/status/1062490824053796864,0,"#nodyesgoodtogo....downtown then rt...k .. @Carmichael, California "
467,"Chico, CA",1062491032753975296,Just my guy yetiduck skipping rocks. Skipping rocks in slow motion is cool! #skippingrocks #myman #marcparker @Bidwell–Sacramento River State Park https://www.instagram.com/p/BqI6tGRnJGB/?utm_source=ig_twitter_share&amp;igshid=10a5r02w38vmu,2018-11-13 23:42:56+00:00,#skippingrocks #myman #marcparker,itry2frog1st,,0,0,https://twitter.com/itry2frog1st/status/1062491032753975296,0,Just my guy yetiduck skipping rocks. Skipping rocks in slow motion is cool! #skippingrocks #myman #marcparker @Bidwell–Sacramento River State Park 
3711,Sacramento,1062491099560841216,This is an intro I'm working on for my YouTube channel . . . . #nightlife #funny #bridges_of_our_world #sacramento #comedy #nightlifestyle #memes #bridge #sacramentohairstylist… https://www.instagram.com/p/BqI53pkHdAo/?utm_source=ig_twitter_share&amp;igshid=1wxcw3u7xedsq,2018-11-13 23:43:12+00:00,#nightlife #funny #bridges_of_our_world #sacramento #comedy #nightlifestyle #memes #bridge #sacramentohairstylist,chriswizzcomedy,,0,0,https://twitter.com/chriswizzcomedy/status/1062491099560841216,0,This is an intro I'm working on for my YouTube channel . . . . #nightlife #funny #bridges_of_our_world #sacramento #comedy #nightlifestyle #memes #bridge #sacramentohairstylist… 
3710,Sacramento,1062491877717491713,"Day 2 in my ""Ode to Stand Lee"" is watching Spiderman: Homecoming. I watched Captain America: Civil War last night. While Im in ghd middle of this, my monster baby Dot refused ro be… https://www.instagram.com/p/BqI7N_bnb1h/?utm_source=ig_twitter_share&amp;igshid=17hxzvh1m0f94",2018-11-13 23:46:18+00:00,,ViciousToken,,0,0,https://twitter.com/ViciousToken/status/1062491877717491713,0,"Day 2 in my ""Ode to Stand Lee"" is watching Spiderman: Homecoming. I watched Captain America: Civil War last night. While Im in ghd middle of this, my monster baby Dot refused ro be… "
3709,Sacramento,1062494676954046465,"Happy hour! (at @JambaJuice in Sacramento, CA)",2018-11-13 23:57:25+00:00,,curtisparkandy,@JambaJuice,0,0,https://twitter.com/curtisparkandy/status/1062494676954046465,0,"Happy hour! (at @JambaJuice in Sacramento, CA)"
3708,Sacramento,1062494981208895488,It’s #legday again! (2x a week) #Competitioncontinues #disabledbodybuilder #cerebralpalsy #lost140lbs #sponsoredathlete @collarxelbow (#linkinbio w/code) #prowrestling #fitnessapparel… https://www.instagram.com/p/BqI8nxrAR3O/?utm_source=ig_twitter_share&amp;igshid=13vcva3hh1x4v,2018-11-13 23:58:38+00:00,#legday #Competitioncontinues #disabledbodybuilder #cerebralpalsy #lost140lbs #sponsoredathlete #linkinbio #prowrestling #fitnessapparel,jennyraesnow,@COLLARxELBOW,0,0,https://twitter.com/jennyraesnow/status/1062494981208895488,0,It’s #legday again! (2x a week) #Competitioncontinues #disabledbodybuilder #cerebralpalsy #lost140lbs #sponsoredathlete @collarxelbow (#linkinbio w/code) #prowrestling #fitnessapparel… 
3707,Sacramento,1062497568322736128,Now Playing... Jeanne Pruett ‘Satin Sheets’ -80’s (?) repress OPEN EVERYDAY 12-6pm Call the shop if you have any questions. 916-400-3164 @phonoselect #recordstore #usedrecordstore… https://www.instagram.com/p/BqI9zvzn5Nf/?utm_source=ig_twitter_share&amp;igshid=mhhrwf9y9gt3,2018-11-14 00:08:55+00:00,#recordstore #usedrecordstore,phonoselect,@phonoselect,0,0,https://twitter.com/phonoselect/status/1062497568322736128,0,Now Playing... Jeanne Pruett ‘Satin Sheets’ -80’s (?) repress OPEN EVERYDAY 12-6pm Call the shop if you have any questions. 916-400-3164 @phonoselect #recordstore #usedrecordstore… 
3706,Sacramento,1062499593340907520,More finished custom pieces completed @littlerelics #ilovemyjob #benchjeweler #sterling #customjewelry #housemade #littlerelics #sacmade #thismidtown #exploremidtown #earrings #turquoise… https://www.instagram.com/p/BqI-ublndfg/?utm_source=ig_twitter_share&amp;igshid=1jut45a2gr7uy,2018-11-14 00:16:57+00:00,#ilovemyjob #benchjeweler #sterling #customjewelry #housemade #littlerelics #sacmade #thismidtown #exploremidtown #earrings #turquoise,LittleRelics,@LittleRelics,0,0,https://twitter.com/LittleRelics/status/1062499593340907520,0,More finished custom pieces completed @littlerelics #ilovemyjob #benchjeweler #sterling #customjewelry #housemade #littlerelics #sacmade #thismidtown #exploremidtown #earrings #turquoise… 
3705,Sacramento,1062499929615028224,temperature up 58°F -> 60°F humidity down 30% -> 26% wind 6mph -> 3mph,2018-11-14 00:18:18+00:00,,CitrusHeightsCA,,0,0,https://twitter.com/CitrusHeightsCA/status/1062499929615028224,0,temperature up 58°F -> 60°F humidity down 30% -> 26% wind 6mph -> 3mph
3704,Sacramento,1062501907757969409,"#technicè #hilatiiiiii........ @Carmichael, California https://www.instagram.com/p/BqI_yFBBiPrx6wxGtZWNEk2gB9Ea37KXxGX9Ig0/?utm_source=ig_twitter_share&amp;igshid=1tdaw798b55s7",2018-11-14 00:26:09+00:00,#technic #hilatiiiiii,tomsmch,,0,0,https://twitter.com/tomsmch/status/1062501907757969409,0,"#technicè #hilatiiiiii........ @Carmichael, California "
3703,Sacramento,1062504375644573696,These kids had a great time at the game last night! We are having so much fun this season! Who else loves watching basketball? @Golden 1 Center https://www.instagram.com/p/BqJA59knvl4/?utm_source=ig_twitter_share&amp;igshid=cg73ytfgw7mf,2018-11-14 00:35:58+00:00,,californialaw,,0,0,https://twitter.com/californialaw/status/1062504375644573696,0,These kids had a great time at the game last night! We are having so much fun this season! Who else loves watching basketball? @Golden 1 Center 
3702,Sacramento,1062505885036109824,"Just tryna be safe as i can <3 30% contained... getting there. @Sacramento, California https://www.instagram.com/p/BqJBiPIgqV9/?utm_source=ig_twitter_share&amp;igshid=xew24zb622zi",2018-11-14 00:41:58+00:00,,tabsypoo,,0,0,https://twitter.com/tabsypoo/status/1062505885036109824,0,"Just tryna be safe as i can <3 30% contained... getting there. @Sacramento, California "
3701,Sacramento,1062506000320651264,"""Tang-A-Lang(DaRemix)"" By:dr$quirtMD Nov 2018 @Sacramento, California https://www.instagram.com/p/Bp9qohjlPzZ/?utm_source=ig_twitter_share&amp;igshid=kupx31vwaybp",2018-11-14 00:42:25+00:00,,drsquirtmd,,0,0,https://twitter.com/drsquirtmd/status/1062506000320651264,0,"""Tang-A-Lang(DaRemix)"" By:dr$quirtMD Nov 2018 @Sacramento, California "
3700,Sacramento,1062506906990862336,Did an edit of one of my favorite pictures I took in Sacramento “Welcome to G Street” I love doing edits like this and would probably do one for you if you send me a few bucks… https://www.instagram.com/p/BqJCDpZFPwF/?utm_source=ig_twitter_share&amp;igshid=1t2s7jg1ycb8z,2018-11-14 00:46:01+00:00,,DomGoldOfficial,,0,0,https://twitter.com/DomGoldOfficial/status/1062506906990862336,0,Did an edit of one of my favorite pictures I took in Sacramento “Welcome to G Street” I love doing edits like this and would probably do one for you if you send me a few bucks… 
3699,Sacramento,1062507450903932928,Today we’re upgrading this taylorguitars 514-CE Expression System to the newer ES1.3 AA-9v. With this newer Expression System the customer will be able to experience #taylorguitars more… https://www.instagram.com/p/BqJCTRZDOM5/?utm_source=ig_twitter_share&amp;igshid=1e446ftqh08kw,2018-11-14 00:48:11+00:00,#taylorguitars,DBNWoodland,,0,0,https://twitter.com/DBNWoodland/status/1062507450903932928,0,Today we’re upgrading this taylorguitars 514-CE Expression System to the newer ES1.3 AA-9v. With this newer Expression System the customer will be able to experience #taylorguitars more… 
3698,Sacramento,1062507465223405569,"That Tuesday feeling We are back at it again tonight and we’ve got Louie Giovanni in the mix! You’re not going to want to miss this night of tacos, Tito’s, and tech &amp; house music!!… https://www.instagram.com/p/BqJCT6aHrgW/?utm_source=ig_twitter_share&amp;igshid=ut83ugmvtljd",2018-11-14 00:48:14+00:00,,SpiroCatalano,,0,0,https://twitter.com/SpiroCatalano/status/1062507465223405569,0,"That Tuesday feeling We are back at it again tonight and we’ve got Louie Giovanni in the mix! You’re not going to want to miss this night of tacos, Tito’s, and tech &amp; house music!!… "
